Sales,Date_2024-02-01,Date_2024-03-01,Date_2024-04-01,Date_2024-05-01,Date_2024-06-01,Date_2024-07-01,Date_2024-08-01,Date_2024-09-01,Date_2024-10-01,Date_2024-11-01,Date_2024-12-01
1.1789894718923948,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-0.8571514830402838,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-0.22647335212025357,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-1.3081202540744992,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-0.2739437490712233,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-0.4739975647931686,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
0.5991724805626897,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
0.4754103742262319,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-0.06202233411153569,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
-1.2470868865661089,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363,-0.30151134457776363
2.374226252265033,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554,-0.30151134457776363
-0.17900295516928336,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,3.3166247903554
